InvoiceID,ResID, RoomNumber, ChargeTypeID, ChargeDate, Duration, RoomTypeID, TypeName, Features, FtPrice, BasePrice, SeasonalPrice, SubTotal, DiscountAmt, DiscountPer, Total,Notes,
31,146,119,386,1,11/6/2017 0:00,4,1,Standard,Poolside,10,100,150,640,10,0,630,\N
32,436,119,410,1,10/23/2017 0:00,7,1,Standard,Poolside,10,100,100,770,\N,\N,770,\N
33,35,122,543,1,11/5/2017 0:00,7,1,Standard,Poolside,10,100,150,1120,\N,\N,1120,\N
34,633,124,75,1,10/25/2017 0:00,5,1,Standard,Poolside,10,100,100,550,\N,\N,550,\N
35,121,126,400,1,10/30/2017 0:00,2,1,Standard,Poolside,10,100,100,220,\N,\N,220,\N
36,170,128,53,1,10/25/2017 0:00,3,1,Standard,Poolside,10,100,100,330,\N,\N,330,\N
37,726,128,575,1,11/3/2017 0:00,1,1,Standard,Poolside,10,100,150,160,10,0,150,\N
38,742,128,433,1,11/5/2017 0:00,5,1,Standard,Poolside,10,100,150,800,\N,\N,800,\N
39,49,129,84,1,10/18/2017 0:00,3,1,Standard,Poolside,10,100,100,330,\N,\N,330,\N
40,102,129,423,1,11/5/2017 0:00,4,1,Standard,Poolside,10,100,150,640,\N,\N,640,\N
41,421,129,879,1,10/22/2017 0:00,3,1,Standard,Poolside,10,100,100,330,10,0,320,\N
42,684,130,472,1,10/30/2017 0:00,2,1,Standard,Poolside,10,100,100,220,\N,\N,220,\N
43,627,131,458,1,11/4/2017 0:00,1,1,Standard,Poolside,10,100,150,160,\N,\N,160,\N
44,629,131,759,1,11/3/2017 0:00,6,1,Standard,Poolside,10,100,150,960,10,0,950,\N
45,889,131,994,1,10/26/2017 0:00,2,1,Standard,Poolside,10,100,100,220,\N,\N,220,\N
46,601,132,574,1,11/7/2017 0:00,1,1,Standard,Poolside,10,100,150,160,10,0,150,\N
47,696,132,400,1,10/17/2017 0:00,5,1,Standard,Poolside,10,100,100,550,\N,\N,550,\N
48,880,133,97,1,11/12/2017 0:00,1,1,Standard,Poolside,10,100,150,160,\N,\N,160,\N
49,428,134,781,1,10/28/2017 0:00,1,1,Standard,Poolside,10,100,100,110,10,0,100,\N
50,463,134,719,1,11/12/2017 0:00,7,1,Standard,Poolside,10,100,150,1120,10,0,1110,\N
51,551,134,687,1,10/23/2017 0:00,1,1,Standard,Poolside,10,100,100,110,\N,\N,110,\N
52,467,136,796,1,11/1/2017 0:00,6,1,Standard,Poolside,10,100,150,960,10,0,950,\N
53,764,136,195,1,11/11/2017 0:00,1,1,Standard,Poolside,10,100,150,160,10,0,150,\N
54,945,136,965,1,10/24/2017 0:00,4,1,Standard,Poolside,10,100,100,440,\N,\N,440,\N
55,577,137,679,1,11/9/2017 0:00,2,1,Standard,Poolside,10,100,150,320,10,0,310,\N
56,660,137,491,1,10/19/2017 0:00,3,1,Standard,Poolside,10,100,100,330,\N,\N,330,\N
57,937,137,583,1,11/7/2017 0:00,5,1,Standard,Poolside,10,100,150,800,\N,\N,800,\N
58,115,138,220,1,11/3/2017 0:00,1,1,Standard,Poolside,10,100,150,160,\N,\N,160,\N
59,323,139,115,1,11/7/2017 0:00,2,1,Standard,Poolside,10,100,150,320,\N,\N,320,\N
60,450,139,80,1,11/4/2017 0:00,6,1,Standard,Poolside,10,100,150,960,\N,\N,960,\N
61,638,140,877,1,10/24/2017 0:00,3,1,Standard,Poolside,10,100,100,330,\N,\N,330,\N
62,216,141,187,1,10/22/2017 0:00,7,1,Standard,Poolside,10,100,100,770,\N,\N,770,\N
63,555,141,174,1,11/7/2017 0:00,1,1,Standard,Poolside,10,100,150,160,\N,\N,160,\N
64,347,142,338,1,10/27/2017 0:00,1,1,Standard,Poolside,10,100,100,110,\N,\N,110,\N
65,420,142,443,1,10/23/2017 0:00,6,1,Standard,Poolside,10,100,100,660,\N,\N,660,\N
66,379,143,626,1,10/22/2017 0:00,4,1,Standard,Poolside,10,100,100,440,\N,\N,440,\N
67,404,143,302,1,10/27/2017 0:00,5,1,Standard,Poolside,10,100,100,550,\N,\N,550,\N
68,466,144,764,1,10/20/2017 0:00,4,1,Standard,Poolside,10,100,100,440,10,0,430,\N
69,865,144,699,1,11/1/2017 0:00,4,1,Standard,Poolside,10,100,150,640,10,0,630,\N
70,10,145,682,1,10/28/2017 0:00,4,1,Standard,Poolside,10,100,100,440,\N,\N,440,\N
71,31,145,826,1,10/26/2017 0:00,1,1,Standard,Poolside,10,100,100,110,10,0,100,\N
72,920,145,908,1,10/19/2017 0:00,3,1,Standard,Poolside,10,100,100,330,\N,\N,330,\N
73,223,146,436,1,10/26/2017 0:00,5,1,Standard,Poolside,10,100,100,550,\N,\N,550,\N
74,619,146,586,1,11/13/2017 0:00,2,1,Standard,Poolside,10,100,150,320,20,0,300,\N
75,100,147,949,1,10/27/2017 0:00,7,1,Standard,Poolside,10,100,100,770,\N,\N,770,\N
76,969,147,772,1,10/25/2017 0:00,1,1,Standard,Poolside,10,100,100,110,\N,\N,110,\N
77,976,147,843,1,11/13/2017 0:00,3,1,Standard,Poolside,10,100,150,480,10,0,470,\N
78,252,148,857,1,10/29/2017 0:00,1,1,Standard,Poolside,10,100,100,110,10,0,100,\N
79,654,148,188,1,11/13/2017 0:00,5,1,Standard,Poolside,10,100,150,800,10,0,790,\N
80,678,148,792,1,11/6/2017 0:00,7,1,Standard,Poolside,10,100,150,1120,\N,\N,1120,\N
81,799,148,414,1,10/21/2017 0:00,2,1,Standard,Poolside,10,100,100,220,\N,\N,220,\N
82,336,150,60,1,10/28/2017 0:00,1,1,Standard,Poolside,10,100,100,110,\N,\N,110,\N
83,326,153,848,1,11/1/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
84,689,153,903,1,11/12/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
85,464,154,879,1,11/5/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
86,536,154,314,1,10/27/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,20,0,310,\N
87,56,155,57,1,10/22/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,10,0,540,\N
88,761,155,838,1,10/20/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,10,100,0,\N
89,630,156,652,1,10/25/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,\N,\N,330,\N
90,445,157,972,1,11/13/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
91,484,157,796,1,10/24/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,\N,\N,770,\N
92,670,157,676,1,10/19/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
93,721,157,73,1,11/2/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
94,699,158,687,1,10/18/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,10,0,430,\N
95,48,159,989,1,11/1/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,30,0,770,\N
96,109,159,730,1,10/22/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
97,458,160,799,1,10/24/2017 0:00,6,1,Standard,Lounge level,10,100,100,660,\N,\N,660,\N
98,434,162,398,1,11/4/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,20,0,620,\N
99,201,163,706,1,11/5/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,10,0,150,\N
100,240,163,443,1,10/21/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
101,408,163,975,1,10/25/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
102,566,163,165,1,10/18/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,10,0,540,\N
103,792,163,940,1,11/7/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
104,91,166,463,1,10/24/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,10,0,430,\N
105,302,166,215,1,10/19/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
106,47,170,638,1,11/13/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
107,222,170,949,1,11/1/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
108,389,170,798,1,11/4/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
109,42,171,960,1,10/27/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
110,908,171,995,1,11/13/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,\N,\N,960,\N
111,23,172,259,1,10/26/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
112,18,173,663,1,11/11/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
113,81,173,812,1,10/18/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
114,529,173,618,1,11/1/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
115,947,173,375,1,10/24/2017 0:00,6,1,Standard,Lounge level,10,100,100,660,10,0,650,\N
116,132,175,407,1,10/17/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,\N,\N,440,\N
117,457,175,855,1,10/22/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,\N,\N,440,\N
118,603,176,350,1,11/12/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,20,0,140,\N
119,83,177,744,1,10/21/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,10,0,540,\N
120,636,177,528,1,11/1/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,10,0,950,\N
121,763,177,663,1,11/12/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
122,987,177,643,1,10/30/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
123,304,178,128,1,10/27/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,\N,\N,550,\N
124,774,178,320,1,11/10/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,10,0,630,\N
125,154,179,689,1,10/28/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
126,644,179,766,1,10/19/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
127,864,179,457,1,11/9/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
128,992,179,567,1,11/5/2017 0:00,7,1,Standard,Lounge level,10,100,150,1120,\N,\N,1120,\N
129,604,180,124,1,11/1/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,\N,\N,960,\N
130,248,181,80,1,10/26/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
131,131,182,957,1,11/8/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,\N,\N,960,\N
132,289,182,996,1,10/23/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
133,648,182,526,1,10/30/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
134,123,183,39,1,11/10/2017 0:00,7,1,Standard,Lounge level,10,100,150,1120,\N,\N,1120,\N
135,415,183,600,1,11/5/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,10,0,310,\N
136,592,183,803,1,11/4/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
137,609,183,472,1,10/31/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
138,547,185,859,1,11/9/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
139,446,188,341,1,11/11/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,\N,\N,960,\N
140,830,188,274,1,10/24/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,\N,\N,440,\N
141,999,188,393,1,10/23/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,\N,\N,220,\N
142,75,189,241,1,10/22/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,20,0,530,\N
143,58,190,28,1,11/9/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,10,0,950,\N
144,236,191,215,1,11/3/2017 0:00,3,1,Standard,Lounge level,10,100,150,480,\N,\N,480,\N
145,317,191,310,1,10/19/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,\N,\N,770,\N
146,459,191,896,1,10/31/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
147,845,191,709,1,11/2/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
148,114,192,65,1,10/18/2017 0:00,7,1,Standard,Lounge level,10,100,100,770,\N,\N,770,\N
149,227,192,939,1,11/9/2017 0:00,6,1,Standard,Lounge level,10,100,150,960,20,0,940,\N
150,719,193,374,1,10/18/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
151,771,193,861,1,11/2/2017 0:00,5,1,Standard,Lounge level,10,100,150,800,\N,\N,800,\N
152,255,194,174,1,10/23/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,20,0,420,\N
153,922,194,360,1,11/13/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,0,100,0,\N
154,273,195,324,1,10/17/2017 0:00,5,1,Standard,Lounge level,10,100,100,550,10,0,540,\N
155,348,195,345,1,11/4/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
156,895,195,230,1,10/24/2017 0:00,6,1,Standard,Lounge level,10,100,100,660,\N,\N,660,\N
157,572,196,296,1,11/11/2017 0:00,2,1,Standard,Lounge level,10,100,150,320,\N,\N,320,\N
158,632,196,83,1,10/22/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,10,0,100,\N
159,879,196,491,1,10/19/2017 0:00,4,1,Standard,Lounge level,10,100,100,440,\N,\N,440,\N
160,509,197,686,1,11/6/2017 0:00,1,1,Standard,Lounge level,10,100,150,160,\N,\N,160,\N
161,119,198,319,1,10/17/2017 0:00,3,1,Standard,Lounge level,10,100,100,330,10,0,320,\N
162,537,198,834,1,10/28/2017 0:00,1,1,Standard,Lounge level,10,100,100,110,\N,\N,110,\N
163,687,198,768,1,11/11/2017 0:00,4,1,Standard,Lounge level,10,100,150,640,\N,\N,640,\N
164,862,198,550,1,10/25/2017 0:00,2,1,Standard,Lounge level,10,100,100,220,10,0,210,\N
165,402,200,485,1,11/8/2017 0:00,5,1,Standard,\N,\N,100,150,750,\N,\N,750,\N
166,953,200,343,1,10/19/2017 0:00,2,1,Standard,\N,\N,100,100,200,\N,\N,200,\N
167,979,200,884,1,10/22/2017 0:00,4,1,Standard,\N,\N,100,100,400,10,0,390,\N
168,438,201,913,1,11/8/2017 0:00,4,1,Standard,\N,\N,100,150,600,\N,\N,600,\N
169,440,203,462,1,10/29/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
170,521,203,76,1,11/7/2017 0:00,6,1,Standard,\N,\N,100,150,900,10,0,890,\N
171,826,203,202,1,10/18/2017 0:00,6,1,Standard,\N,\N,100,100,600,10,0,590,\N
172,910,203,768,1,11/6/2017 0:00,1,1,Standard,\N,\N,100,150,150,10,0,140,\N
173,806,204,694,1,10/18/2017 0:00,6,1,Standard,\N,\N,100,100,600,\N,\N,600,\N
174,963,205,317,1,10/29/2017 0:00,3,1,Standard,\N,\N,100,100,300,\N,\N,300,\N
175,531,207,145,1,11/12/2017 0:00,5,1,Standard,\N,\N,100,150,750,\N,\N,750,\N
176,780,207,849,1,11/3/2017 0:00,6,1,Standard,\N,\N,100,150,900,\N,\N,900,\N
177,546,208,304,1,11/13/2017 0:00,7,1,Standard,\N,\N,100,150,1050,\N,\N,1050,\N
178,211,209,463,1,11/1/2017 0:00,4,1,Standard,\N,\N,100,150,600,\N,\N,600,\N
179,238,209,206,1,11/6/2017 0:00,7,1,Standard,\N,\N,100,150,1050,10,0,1040,\N
180,425,210,491,1,10/28/2017 0:00,2,1,Standard,\N,\N,100,100,200,30,0,170,\N
181,510,210,968,1,11/4/2017 0:00,6,1,Standard,\N,\N,100,150,900,\N,\N,900,\N
182,558,210,251,1,11/3/2017 0:00,1,1,Standard,\N,\N,100,150,150,\N,\N,150,\N
183,965,210,14,1,10/26/2017 0:00,2,1,Standard,\N,\N,100,100,200,\N,\N,200,\N
184,94,211,348,1,10/25/2017 0:00,5,1,Standard,\N,\N,100,100,500,\N,\N,500,\N
185,27,212,802,1,10/30/2017 0:00,5,1,Standard,\N,\N,100,100,500,10,0,490,\N
186,230,212,2,1,10/23/2017 0:00,4,1,Standard,\N,\N,100,100,400,\N,\N,400,\N
187,253,212,93,1,11/13/2017 0:00,2,1,Standard,\N,\N,100,150,300,10,0,290,\N
188,796,213,371,1,10/31/2017 0:00,4,1,Standard,\N,\N,100,100,400,\N,\N,400,\N
189,952,213,468,1,10/21/2017 0:00,2,1,Standard,\N,\N,100,100,200,\N,\N,200,\N
190,268,216,818,1,10/26/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
191,860,216,230,1,11/5/2017 0:00,7,1,Standard,\N,\N,100,150,1050,0,100,0,\N
192,878,216,299,1,10/31/2017 0:00,4,1,Standard,\N,\N,100,100,400,10,0,390,\N
193,471,218,443,1,11/7/2017 0:00,2,1,Standard,\N,\N,100,150,300,\N,\N,300,\N
194,844,218,633,1,11/3/2017 0:00,1,1,Standard,\N,\N,100,150,150,\N,\N,150,\N
195,881,218,308,1,11/11/2017 0:00,3,1,Standard,\N,\N,100,150,450,\N,\N,450,\N
196,312,219,570,1,10/24/2017 0:00,5,1,Standard,\N,\N,100,100,500,\N,\N,500,\N
197,757,219,601,1,11/11/2017 0:00,1,1,Standard,\N,\N,100,150,150,\N,\N,150,\N
198,576,220,184,1,11/4/2017 0:00,6,1,Standard,\N,\N,100,150,900,20,0,880,\N
199,599,220,235,1,10/22/2017 0:00,6,1,Standard,\N,\N,100,100,600,\N,\N,600,\N
200,342,222,420,1,10/24/2017 0:00,7,1,Standard,\N,\N,100,100,700,\N,\N,700,\N
201,730,224,539,1,11/12/2017 0:00,2,1,Standard,\N,\N,100,150,300,\N,\N,300,\N
202,782,224,221,1,10/20/2017 0:00,7,1,Standard,\N,\N,100,100,700,0,100,0,\N
203,162,226,267,1,11/4/2017 0:00,6,1,Standard,\N,\N,100,150,900,20,0,880,\N
204,191,226,686,1,10/24/2017 0:00,3,1,Standard,\N,\N,100,100,300,\N,\N,300,\N
205,28,227,755,1,10/19/2017 0:00,5,1,Standard,\N,\N,100,100,500,10,0,490,\N
206,483,227,359,1,10/31/2017 0:00,3,1,Standard,\N,\N,100,100,300,\N,\N,300,\N
207,823,227,911,1,10/30/2017 0:00,6,1,Standard,\N,\N,100,100,600,\N,\N,600,\N
208,189,228,435,1,10/29/2017 0:00,6,1,Standard,\N,\N,100,100,600,\N,\N,600,\N
209,306,228,144,1,10/19/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
210,613,228,952,1,11/9/2017 0:00,6,1,Standard,\N,\N,100,150,900,10,0,890,\N
211,697,228,280,1,10/18/2017 0:00,1,1,Standard,\N,\N,100,100,100,10,0,90,\N
212,291,229,580,1,11/8/2017 0:00,3,1,Standard,\N,\N,100,150,450,\N,\N,450,\N
213,169,230,158,1,11/5/2017 0:00,1,1,Standard,\N,\N,100,150,150,\N,\N,150,\N
214,308,231,938,1,11/12/2017 0:00,6,1,Standard,\N,\N,100,150,900,10,0,890,\N
215,455,231,914,1,11/5/2017 0:00,7,1,Standard,\N,\N,100,150,1050,\N,\N,1050,\N
216,562,231,50,1,10/26/2017 0:00,4,1,Standard,\N,\N,100,100,400,10,0,390,\N
217,934,231,11,1,10/18/2017 0:00,5,1,Standard,\N,\N,100,100,500,\N,\N,500,\N
218,66,232,345,1,10/22/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
219,285,232,251,1,11/8/2017 0:00,7,1,Standard,\N,\N,100,150,1050,10,0,1040,\N
220,173,233,47,1,11/1/2017 0:00,5,1,Standard,\N,\N,100,150,750,10,0,740,\N
221,279,233,647,1,11/8/2017 0:00,1,1,Standard,\N,\N,100,150,150,10,0,140,\N
222,460,233,228,1,10/23/2017 0:00,6,1,Standard,\N,\N,100,100,600,\N,\N,600,\N
223,229,234,299,1,10/17/2017 0:00,3,1,Standard,\N,\N,100,100,300,10,0,290,\N
224,564,236,185,1,10/24/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
225,942,236,389,1,10/30/2017 0:00,2,1,Standard,\N,\N,100,100,200,\N,\N,200,\N
226,167,237,155,1,10/17/2017 0:00,5,1,Standard,\N,\N,100,100,500,\N,\N,500,\N
227,401,237,556,1,11/5/2017 0:00,7,1,Standard,\N,\N,100,150,1050,\N,\N,1050,\N
228,809,237,72,1,10/28/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
229,263,238,921,1,11/5/2017 0:00,5,1,Standard,\N,\N,100,150,750,\N,\N,750,\N
230,478,239,794,1,10/17/2017 0:00,7,1,Standard,\N,\N,100,100,700,\N,\N,700,\N
231,113,240,398,1,10/18/2017 0:00,4,1,Standard,\N,\N,100,100,400,\N,\N,400,\N
232,499,240,794,1,11/7/2017 0:00,4,1,Standard,\N,\N,100,150,600,10,0,590,\N
233,828,240,243,1,10/30/2017 0:00,3,1,Standard,\N,\N,100,100,300,10,0,290,\N
234,15,241,741,1,10/30/2017 0:00,7,1,Standard,\N,\N,100,100,700,\N,\N,700,\N
235,933,241,450,1,11/8/2017 0:00,5,1,Standard,\N,\N,100,150,750,\N,\N,750,\N
236,126,242,729,1,11/1/2017 0:00,5,1,Standard,\N,\N,100,150,750,\N,\N,750,\N
237,130,242,396,1,11/11/2017 0:00,5,1,Standard,\N,\N,100,150,750,\N,\N,750,\N
238,88,243,861,1,10/29/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
239,188,243,599,1,11/5/2017 0:00,4,1,Standard,\N,\N,100,150,600,\N,\N,600,\N
240,745,244,804,1,11/11/2017 0:00,1,1,Standard,\N,\N,100,150,150,\N,\N,150,\N
241,869,244,994,1,11/4/2017 0:00,2,1,Standard,\N,\N,100,150,300,10,0,290,\N
242,205,245,812,1,10/24/2017 0:00,1,1,Standard,\N,\N,100,100,100,10,0,90,\N
243,89,246,829,1,10/18/2017 0:00,5,1,Standard,\N,\N,100,100,500,\N,\N,500,\N
244,281,247,272,1,10/20/2017 0:00,4,1,Standard,\N,\N,100,100,400,\N,\N,400,\N
245,607,247,737,1,10/30/2017 0:00,3,1,Standard,\N,\N,100,100,300,\N,\N,300,\N
246,712,247,458,1,10/29/2017 0:00,7,1,Standard,\N,\N,100,100,700,\N,\N,700,\N
247,427,248,138,1,11/10/2017 0:00,1,1,Standard,\N,\N,100,150,150,10,0,140,\N
248,857,248,173,1,10/28/2017 0:00,7,1,Standard,\N,\N,100,100,700,\N,\N,700,\N
249,983,248,25,1,11/12/2017 0:00,2,1,Standard,\N,\N,100,150,300,\N,\N,300,\N
250,563,249,293,1,11/11/2017 0:00,4,1,Standard,\N,\N,100,150,600,\N,\N,600,\N
251,138,250,508,1,11/2/2017 0:00,1,1,Standard,\N,\N,100,150,150,\N,\N,150,\N
252,595,250,75,1,10/24/2017 0:00,4,1,Standard,\N,\N,100,100,400,10,0,390,\N
253,144,252,637,1,11/4/2017 0:00,7,1,Standard,\N,\N,100,150,1050,\N,\N,1050,\N
254,383,252,73,1,10/26/2017 0:00,6,1,Standard,\N,\N,100,100,600,\N,\N,600,\N
255,392,253,996,1,10/27/2017 0:00,6,1,Standard,\N,\N,100,100,600,\N,\N,600,\N
256,752,256,442,1,10/28/2017 0:00,3,1,Standard,\N,\N,100,100,300,10,0,290,\N
257,475,257,908,1,11/1/2017 0:00,3,1,Standard,\N,\N,100,150,450,\N,\N,450,\N
258,750,257,852,1,11/5/2017 0:00,7,1,Standard,\N,\N,100,150,1050,10,0,1040,\N
259,676,258,976,1,11/13/2017 0:00,3,1,Standard,\N,\N,100,150,450,\N,\N,450,\N
260,744,258,696,1,10/30/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
261,9,259,510,1,10/27/2017 0:00,1,1,Standard,\N,\N,100,100,100,\N,\N,100,\N
262,568,259,633,1,10/17/2017 0:00,3,1,Standard,\N,\N,100,100,300,\N,\N,300,\N
263,705,259,809,1,11/8/2017 0:00,4,1,Standard,\N,\N,100,150,600,\N,\N,600,\N
