RoomNumber	RoomTypeID	FeaturepkgID
518,1,2
519,1,2
520,1,2
521,2,2
522,1,2
523,2,2
524,1,2
525,2,2
526,1,2
527,1,2
528,1,2
529,1,2
530,1,2
531,1,2
532,1,2
533,1,2
534,1,2
535,3,2
536,1,2
537,1,2
538,1,2
539,1,2
540,1,2
541,1,2
542,1,2
543,1,2
544,1,2
545,1,2
546,1,2
547,1,2
548,1,2
549,1,2
550,1,2
551,3,3
552,1,3
553,1,3
554,1,3
555,1,3
556,1,3
557,1,3
558,1,3
559,1,3
560,1,3
561,4,3
562,1,3
563,1,3
564,1,3
565,1,3
566,1,3
567,4,3
568,1,3
569,1,3
570,1,3
571,1,3
572,1,3
573,1,3
574,4,3
575,1,3
576,1,3
577,1,3
578,1,3
579,1,3
580,1,3
581,1,3
582,1,3
583,1,3
584,1,3
585,1,3
586,4,3
587,1,3
588,1,3
589,1,3
590,1,3
591,1,3
592,1,3
593,1,3
594,1,3
595,1,3
596,1,3
597,1,3
598,1,3
599,5,3
600,1,3
